id,Predicted score
350035.0,0
255644.0,0
361228.0,0
121961.0,0
592979.0,0
313928.0,0
1211.0,0
303875.0,0
579014.0,0
195572.0,0
633348.0,0
204920.0,0
495998.0,0
338038.0,0
92645.0,0
352806.0,0
54511.0,0
42949.0,0
150906.0,0
554930.0,0
231354.0,0
556503.0,0
279190.0,0
47406.0,0
281541.0,0
548701.0,0
117097.0,0
155463.0,0
559906.0,0
608625.0,0
211001.0,0
567875.0,0
239566.0,0
284465.0,0
246838.0,0
27146.0,0
354535.0,0
506574.0,0
196052.0,0
473958.0,0
14231.0,0
334687.0,0
228829.0,0
447352.0,0
605701.0,0
489645.0,0
38602.0,0
132968.0,0
156841.0,0
227272.0,0
206454.0,0
205431.0,0
131536.0,0
420162.0,0
312034.0,0
343928.0,0
286224.0,0
196215.0,0
616493.0,0
324285.0,0
52901.0,0
34452.0,0
94927.0,0
380727.0,0
495362.0,0
481985.0,0
523552.0,0
533593.0,0
439107.0,0
56208.0,0
377779.0,0
272476.0,0
189891.0,0
296386.0,1
543344.0,0
6642.0,0
579425.0,0
346339.0,0
51797.0,0
230254.0,0
556334.0,0
614804.0,0
558261.0,0
180739.0,0
2970.0,0
522784.0,0
259126.0,0
65518.0,0
189992.0,0
566826.0,0
352428.0,0
286118.0,0
508113.0,0
170422.0,0
256308.0,0
432254.0,0
377355.0,0
58142.0,0
610093.0,0
473957.0,0
175149.0,0
146041.0,0
286839.0,0
397208.0,0
103547.0,0
305846.0,0
28178.0,0
493949.0,0
166950.0,0
611958.0,0
629986.0,0
635104.0,0
133141.0,0
222704.0,0
414432.0,0
541083.0,0
152502.0,0
130829.0,0
57941.0,0
431996.0,0
63831.0,0
89242.0,0
435575.0,0
192847.0,0
196068.0,0
467472.0,0
157378.0,0
419334.0,0
573617.0,0
346536.0,0
122084.0,0
478019.0,0
322357.0,0
176959.0,0
344756.0,0
312245.0,0
439663.0,0
637497.0,0
610587.0,0
36205.0,0
441199.0,0
608080.0,0
253532.0,1
220562.0,0
50600.0,0
404389.0,1
5235.0,0
393716.0,0
502256.0,0
238243.0,0
140160.0,0
66816.0,0
241499.0,0
404356.0,0
501600.0,0
325909.0,0
205202.0,0
205521.0,0
92375.0,0
30907.0,0
545243.0,0
161496.0,0
310100.0,0
275213.0,0
617945.0,0
440650.0,0
307501.0,0
476830.0,0
239518.0,0
507152.0,0
308261.0,0
205658.0,0
486901.0,0
621552.0,0
421715.0,0
358850.0,0
213648.0,0
631126.0,0
50697.0,0
102916.0,0
600882.0,0
576770.0,0
13015.0,0
112833.0,0
49580.0,0
209504.0,0
589967.0,0
579572.0,0
167907.0,0
144776.0,0
323455.0,0
352120.0,0
543530.0,0
402357.0,0
424442.0,0
146322.0,0
323578.0,0
447574.0,0
488662.0,0
596414.0,0
90741.0,0
159683.0,0
166573.0,0
132781.0,0
388402.0,0
520920.0,0
93196.0,0
15182.0,0
586711.0,0
291538.0,0
259643.0,0
593749.0,0
198115.0,0
352066.0,0
549826.0,0
382632.0,0
177171.0,0
233280.0,0
81329.0,0
634334.0,0
610695.0,0
130942.0,0
494500.0,0
425157.0,0
301353.0,0
76463.0,0
572078.0,0
399233.0,0
605088.0,0
572838.0,0
319833.0,0
203632.0,0
125515.0,0
492436.0,0
392479.0,0
262936.0,0
524831.0,0
168691.0,0
504480.0,0
543596.0,0
330501.0,0
618999.0,0
237596.0,0
192169.0,0
630461.0,0
187406.0,0
565532.0,0
74581.0,0
606284.0,0
257134.0,0
465323.0,0
188928.0,0
178433.0,0
435841.0,0
583395.0,0
317036.0,0
300072.0,0
570523.0,0
557379.0,0
146058.0,0
560890.0,0
177381.0,0
189843.0,0
316286.0,0
35849.0,0
62871.0,0
300132.0,0
370836.0,0
601037.0,0
178592.0,0
243874.0,0
250556.0,0
387650.0,0
109272.0,0
356443.0,0
38378.0,0
120832.0,0
446841.0,0
302440.0,0
445123.0,0
513352.0,0
375703.0,0
246049.0,0
468799.0,0
225915.0,0
369380.0,0
125054.0,0
510299.0,0
23953.0,0
95910.0,0
34035.0,0
380978.0,0
398599.0,0
65973.0,0
103624.0,0
156676.0,0
430825.0,0
58486.0,0
447448.0,0
288064.0,0
250364.0,0
283536.0,0
261007.0,0
285468.0,0
523461.0,0
526863.0,0
267627.0,0
315249.0,0
33081.0,0
470057.0,0
470408.0,0
525334.0,0
502292.0,0
471284.0,0
17939.0,0
540860.0,0
230772.0,0
445529.0,0
531466.0,0
357868.0,0
579897.0,0
349926.0,0
82811.0,0
134376.0,0
205798.0,0
287160.0,0
265411.0,0
327196.0,0
482616.0,0
220080.0,0
13097.0,0
264252.0,0
378532.0,0
211860.0,0
423457.0,1
356482.0,0
110634.0,0
478938.0,0
193771.0,0
588323.0,0
395382.0,0
11679.0,0
595965.0,0
82230.0,0
282426.0,0
536814.0,0
604597.0,0
351440.0,0
565964.0,0
617161.0,0
384185.0,0
314674.0,0
438155.0,0
82871.0,0
323832.0,0
607577.0,0
406976.0,0
367818.0,0
454310.0,0
456850.0,0
383723.0,0
309437.0,0
50323.0,0
387171.0,0
202381.0,0
558527.0,0
302598.0,0
110479.0,0
506051.0,0
27387.0,0
153446.0,0
547240.0,0
551893.0,0
285984.0,0
105284.0,0
476983.0,0
454946.0,0
622574.0,0
270489.0,0
350854.0,0
84201.0,0
137229.0,0
277973.0,0
364040.0,0
139795.0,0
239867.0,0
451324.0,0
477831.0,0
444045.0,0
339229.0,0
286956.0,0
352507.0,0
517791.0,0
210715.0,0
459387.0,0
512128.0,0
91135.0,0
632733.0,0
338001.0,0
137287.0,0
279724.0,0
430854.0,0
217886.0,0
277305.0,0
293777.0,0
511110.0,0
253925.0,0
57383.0,0
237814.0,0
297684.0,0
613532.0,0
374966.0,0
11121.0,0
538843.0,0
59473.0,0
33421.0,0
577898.0,0
7801.0,0
75466.0,0
380095.0,0
309987.0,0
107015.0,0
445511.0,0
516194.0,0
126505.0,0
205184.0,0
276611.0,0
274580.0,0
595557.0,0
55607.0,0
320957.0,0
315637.0,0
104538.0,0
47385.0,0
152358.0,0
365897.0,0
505496.0,0
15948.0,0
194913.0,0
610957.0,0
522171.0,0
559401.0,0
300840.0,0
613824.0,0
235543.0,0
348038.0,0
477316.0,0
50946.0,0
303288.0,0
425164.0,0
482398.0,0
331844.0,0
54991.0,0
182842.0,0
328176.0,0
373589.0,0
476140.0,0
434875.0,0
67022.0,0
506486.0,0
321066.0,0
174390.0,1
368894.0,0
312756.0,0
63329.0,0
194124.0,0
192395.0,0
567455.0,0
564212.0,0
637276.0,0
573701.0,0
592061.0,0
15055.0,0
223023.0,0
370872.0,0
321587.0,0
489261.0,0
40963.0,0
303071.0,0
190247.0,0
197057.0,0
177213.0,0
30548.0,0
475488.0,0
354731.0,0
238395.0,0
221107.0,0
553261.0,0
68448.0,0
607276.0,0
491777.0,0
236524.0,0
360881.0,0
76304.0,0
141022.0,0
86236.0,0
295019.0,0
151855.0,0
140622.0,0
613194.0,0
496134.0,0
89450.0,0
568764.0,0
524830.0,0
505834.0,0
599137.0,0
22223.0,0
105401.0,0
30968.0,0
34829.0,0
308871.0,0
600107.0,0
78525.0,0
212850.0,0
492648.0,1
498507.0,0
43202.0,0
604071.0,0
67691.0,0
380144.0,0
201204.0,0
462590.0,0
368544.0,0
109782.0,0
245673.0,0
23895.0,0
510827.0,0
56563.0,0
143682.0,0
387545.0,0
421605.0,0
637035.0,0
279170.0,0
38672.0,0
400261.0,0
584703.0,0
288590.0,0
629662.0,0
140944.0,0
569983.0,0
581571.0,0
111451.0,0
324495.0,0
348385.0,0
247672.0,0
456540.0,0
315564.0,0
199984.0,0
600347.0,0
460792.0,0
630443.0,0
587913.0,0
363426.0,0
397043.0,0
558836.0,0
613619.0,0
59816.0,0
528400.0,0
174470.0,0
466253.0,0
333313.0,0
498633.0,0
314341.0,0
352607.0,0
274481.0,0
478823.0,0
608511.0,0
390577.0,0
581642.0,0
411562.0,0
116300.0,0
544315.0,0
518778.0,0
169729.0,0
58790.0,0
519399.0,0
422941.0,0
613324.0,0
244417.0,0
65899.0,0
424020.0,0
592106.0,0
198234.0,0
253669.0,0
362497.0,0
130215.0,0
636169.0,0
21168.0,0
406538.0,0
138643.0,0
285081.0,0
426219.0,0
527232.0,0
88667.0,0
490061.0,0
577172.0,0
151503.0,0
152966.0,0
552490.0,0
15890.0,0
574976.0,0
618881.0,0
143584.0,0
200389.0,0
299513.0,0
371895.0,0
416237.0,0
526201.0,0
159399.0,0
259401.0,0
544735.0,0
579568.0,0
542796.0,0
486390.0,0
468645.0,0
560456.0,0
615754.0,0
384776.0,0
567499.0,0
353932.0,0
51259.0,0
24213.0,0
69448.0,0
482923.0,0
124499.0,0
573029.0,0
82518.0,0
123228.0,0
524059.0,0
541573.0,0
387277.0,0
285937.0,0
416782.0,0
221457.0,0
587679.0,0
392682.0,0
637128.0,0
200647.0,0
202212.0,0
201263.0,0
106177.0,0
538133.0,0
276800.0,0
67666.0,0
412636.0,0
176801.0,0
601408.0,0
422425.0,0
260083.0,0
75854.0,0
302369.0,0
500673.0,0
291519.0,0
96051.0,0
368468.0,0
291734.0,0
97934.0,1
232476.0,0
141847.0,0
335353.0,0
152171.0,0
20504.0,0
25562.0,0
188549.0,0
392551.0,0
451319.0,0
567078.0,0
175445.0,0
504036.0,0
601607.0,0
80143.0,0
125441.0,0
371513.0,0
16171.0,0
249360.0,0
438767.0,0
14587.0,0
83299.0,0
143590.0,0
112708.0,0
224446.0,0
605943.0,0
129363.0,0
317424.0,0
249229.0,0
360718.0,0
590261.0,0
59806.0,0
95925.0,0
257015.0,0
572705.0,0
12026.0,0
29857.0,0
384145.0,0
165331.0,0
475027.0,0
420319.0,0
549207.0,0
34066.0,0
127708.0,0
257243.0,0
419933.0,0
254119.0,0
406594.0,0
427188.0,0
501223.0,0
369094.0,0
449091.0,0
528491.0,0
12778.0,0
285749.0,0
323894.0,0
484708.0,0
458211.0,0
400767.0,0
348769.0,0
566861.0,0
132279.0,0
72604.0,0
331155.0,0
154203.0,0
315830.0,0
276994.0,0
118296.0,0
88537.0,0
409726.0,0
221057.0,0
82251.0,0
3042.0,0
352436.0,0
74802.0,0
359786.0,0
77310.0,0
366212.0,0
208984.0,0
428761.0,0
124200.0,0
471771.0,0
358551.0,0
33093.0,0
198089.0,0
193405.0,0
165897.0,0
606002.0,0
488349.0,0
341693.0,0
267362.0,0
321710.0,0
276325.0,0
572792.0,0
249187.0,0
249654.0,0
196804.0,0
404676.0,0
542571.0,0
104527.0,0
499977.0,0
283122.0,0
227444.0,0
596772.0,0
160254.0,0
598663.0,0
308694.0,0
489227.0,0
4849.0,0
455298.0,0
122642.0,0
559140.0,0
635935.0,0
486320.0,0
119356.0,0
12677.0,0
52086.0,0
130816.0,0
339389.0,0
375265.0,0
558608.0,0
222455.0,0
143946.0,0
128811.0,0
405003.0,0
85183.0,0
118383.0,1
497506.0,0
15021.0,0
151210.0,0
627290.0,0
584366.0,1
429224.0,0
481526.0,0
79911.0,0
331467.0,0
60302.0,0
238538.0,0
243219.0,0
466009.0,0
111343.0,0
598854.0,1
466321.0,0
159885.0,0
369866.0,0
308753.0,0
621680.0,0
626276.0,0
392609.0,0
66363.0,0
347167.0,0
176863.0,0
331316.0,0
424844.0,0
76252.0,0
63721.0,0
446650.0,0
297497.0,0
417029.0,0
56595.0,0
492166.0,0
333676.0,0
274313.0,0
55521.0,0
561773.0,0
9291.0,0
481595.0,0
507367.0,0
289786.0,0
229974.0,0
440.0,0
343991.0,0
330438.0,0
636278.0,0
46080.0,0
263006.0,0
345229.0,0
480470.0,0
267442.0,0
2596.0,0
447275.0,0
333605.0,0
537194.0,0
112803.0,0
447195.0,0
147586.0,0
272736.0,0
531809.0,0
296376.0,0
131444.0,0
281800.0,0
196237.0,0
467082.0,0
482365.0,0
180343.0,0
387565.0,0
18060.0,0
411088.0,0
391522.0,0
590938.0,0
548741.0,0
259186.0,0
260241.0,0
138571.0,0
321128.0,0
577072.0,0
46339.0,0
118612.0,0
279150.0,0
431678.0,0
461540.0,0
517139.0,0
624770.0,0
465290.0,0
413824.0,0
405850.0,0
581083.0,0
105892.0,0
590063.0,0
170537.0,0
484832.0,0
558167.0,0
433807.0,0
454058.0,0
506543.0,0
307089.0,0
553493.0,0
53784.0,0
98800.0,0
154125.0,0
481807.0,0
616526.0,0
358074.0,0
227081.0,0
515172.0,0
576746.0,0
182688.0,0
569162.0,0
371947.0,0
366975.0,0
189841.0,0
534084.0,0
37812.0,0
274643.0,0
626623.0,0
80777.0,1
513748.0,0
550987.0,0
29038.0,0
458180.0,0
320623.0,0
292248.0,0
569401.0,0
471641.0,0
71497.0,0
108470.0,0
449536.0,0
514067.0,0
439700.0,0
413209.0,0
4813.0,0
408169.0,0
503400.0,0
192920.0,0
290833.0,0
497128.0,0
320079.0,0
169286.0,0
385089.0,0
283706.0,0
591680.0,0
297982.0,0
262432.0,0
305198.0,0
249386.0,0
532312.0,0
436484.0,0
370977.0,0
9927.0,0
458493.0,0
501836.0,0
114470.0,0
246545.0,0
143712.0,0
243990.0,0
349757.0,0
359626.0,0
71719.0,0
637504.0,0
96512.0,0
58161.0,0
603441.0,0
236808.0,0
443639.0,0
452036.0,0
522017.0,0
104017.0,0
112808.0,0
287778.0,0
12420.0,0
336407.0,0
617613.0,0
480935.0,0
37159.0,0
21263.0,0
286241.0,0
136853.0,0
599244.0,0
333739.0,0
420861.0,0
465879.0,0
226458.0,0
509097.0,0
612412.0,0
118465.0,0
371216.0,0
580839.0,0
625319.0,0
45766.0,0
53936.0,0
257540.0,0
439642.0,0
80044.0,0
380518.0,0
134934.0,0
196507.0,0
526664.0,0
4431.0,1
247692.0,0
520650.0,0
621333.0,0
334061.0,0
342036.0,0
149857.0,0
602595.0,0
510753.0,0
118676.0,0
7061.0,0
209131.0,0
352956.0,0
34405.0,0
637322.0,0
451171.0,0
71282.0,0
84956.0,0
279696.0,0
270659.0,0
80016.0,0
186634.0,0
149380.0,0
71114.0,0
550697.0,0
299105.0,0
93797.0,0
353400.0,0
242412.0,0
582082.0,0
401829.0,0
520165.0,0
379633.0,0
228126.0,0
295541.0,0
30553.0,0
329053.0,0
55629.0,0
172477.0,0
221779.0,0
301567.0,0
41986.0,0
455377.0,0
234369.0,0
162823.0,1
442604.0,0
572539.0,0
251435.0,0
215635.0,0
554255.0,0
122024.0,0
132017.0,0
426575.0,0
65280.0,0
189783.0,0
120930.0,0
101276.0,0
568812.0,0
151936.0,0
4644.0,0
12125.0,0
37423.0,0
634198.0,0
468592.0,0
425305.0,0
590792.0,0
284231.0,0
182354.0,0
379077.0,0
449687.0,0
627198.0,0
370642.0,0
433177.0,0
122357.0,0
118506.0,0
149564.0,0
151956.0,0
81514.0,0
343490.0,0
79780.0,0
164675.0,0
632822.0,0
514953.0,0
278956.0,0
23100.0,0
1814.0,0
467052.0,0
473870.0,0
392721.0,0
604731.0,0
318595.0,0
95448.0,0
84838.0,0
55897.0,0
393103.0,0
280830.0,0
604001.0,0
582860.0,0
278219.0,0
224062.0,0
161357.0,0
82704.0,0
383211.0,0
532052.0,0
506942.0,0
108762.0,0
252381.0,0
114796.0,0
283675.0,0
323658.0,0
531110.0,0
553987.0,0
363821.0,0
359915.0,0
71836.0,0
418961.0,0
565345.0,0
534248.0,0
533629.0,0
187601.0,0
58283.0,0
142164.0,0
128427.0,0
536428.0,0
458528.0,0
349517.0,0
568829.0,0
536865.0,0
250600.0,0
211776.0,0
251795.0,0
125951.0,0
179655.0,0
184295.0,0
342151.0,0
441293.0,0
260496.0,0
25844.0,0
487684.0,0
207965.0,0
372428.0,0
305958.0,0
445208.0,0
84621.0,0
567488.0,0
357686.0,0
267162.0,0
269236.0,0
472937.0,0
326199.0,0
1260.0,0
141441.0,0
387332.0,0
586802.0,0
294643.0,0
142946.0,0
569647.0,0
90277.0,0
167782.0,0
163341.0,0
607933.0,0
162399.0,0
230262.0,0
449307.0,0
537258.0,0
121774.0,0
72149.0,0
499211.0,0
117098.0,0
425239.0,0
292259.0,0
540287.0,0
442958.0,0
112452.0,0
386284.0,0
310195.0,0
517353.0,0
112421.0,0
420801.0,0
326136.0,0
157344.0,0
45599.0,0
86365.0,0
541782.0,0
576900.0,0
14174.0,0
505870.0,0
191830.0,0
1757.0,0
429320.0,0
518845.0,0
217879.0,0
374535.0,0
347797.0,0
418513.0,1
237632.0,0
286369.0,0
56895.0,0
497984.0,0
610235.0,0
411868.0,0
198945.0,0
530058.0,0
605360.0,0
456833.0,0
196525.0,0
15250.0,0
565826.0,0
248380.0,0
78333.0,0
65588.0,0
109491.0,0
10637.0,0
129178.0,0
492564.0,0
84175.0,0
530074.0,0
5740.0,0
56424.0,0
180017.0,0
288657.0,0
299763.0,0
296780.0,0
610801.0,0
329231.0,0
501030.0,0
341049.0,0
356444.0,0
571664.0,0
438489.0,0
105454.0,0
420492.0,0
39923.0,0
201050.0,0
182193.0,0
633065.0,0
395094.0,0
258913.0,0
518268.0,0
448176.0,0
302833.0,0
188800.0,0
152503.0,0
306932.0,0
601113.0,0
521232.0,0
308227.0,0
401455.0,0
70705.0,0
46854.0,0
540532.0,0
96476.0,0
244950.0,0
89439.0,0
135986.0,0
606348.0,0
51220.0,0
58086.0,0
258099.0,0
630567.0,0
295495.0,0
64053.0,0
630210.0,0
566705.0,0
100834.0,0
477761.0,0
610270.0,0
430812.0,0
47070.0,0
369215.0,0
530173.0,0
526766.0,0
334448.0,0
75105.0,0
136511.0,0
264094.0,0
180424.0,0
305791.0,0
588710.0,0
565032.0,0
521558.0,0
238913.0,0
226344.0,0
589488.0,0
104387.0,0
174823.0,0
273993.0,0
520123.0,0
622687.0,0
414392.0,0
531649.0,0
211462.0,0
446340.0,0
500738.0,0
471796.0,0
284935.0,0
623466.0,0
164141.0,0
632721.0,0
24128.0,0
474889.0,0
637851.0,0
13181.0,0
308636.0,0
8092.0,0
265923.0,0
449075.0,0
24226.0,0
233569.0,0
46829.0,0
298590.0,0
309690.0,0
419441.0,0
266635.0,0
121693.0,0
607857.0,0
416048.0,0
348942.0,0
411338.0,0
470118.0,0
521816.0,0
267137.0,0
226725.0,0
73615.0,0
570745.0,0
458030.0,0
559305.0,0
281371.0,0
562178.0,0
485233.0,0
362050.0,0
625638.0,0
106360.0,0
42475.0,0
285362.0,0
370200.0,0
62878.0,0
582330.0,0
572452.0,0
462980.0,0
252003.0,0
49231.0,0
86797.0,0
475578.0,0
236233.0,0
465163.0,0
545677.0,0
253970.0,0
236273.0,0
357915.0,0
327680.0,0
525630.0,0
226997.0,0
356144.0,0
169919.0,0
426250.0,0
43688.0,0
250673.0,0
385578.0,0
567223.0,0
550485.0,0
16095.0,0
454506.0,0
482628.0,0
184645.0,0
238340.0,0
374145.0,0
196829.0,0
325259.0,0
516160.0,0
422953.0,0
1351.0,0
260316.0,0
269932.0,0
26440.0,0
300070.0,0
183035.0,0
233241.0,0
577798.0,0
268280.0,0
390298.0,0
101520.0,0
181542.0,0
444559.0,0
234278.0,0
586002.0,0
237616.0,0
320261.0,0
375193.0,0
407572.0,0
477213.0,0
562517.0,0
355042.0,0
228684.0,0
95073.0,0
266792.0,0
203232.0,0
233092.0,0
545385.0,0
154350.0,0
37383.0,0
47224.0,0
553533.0,0
575487.0,0
586849.0,0
597631.0,0
476043.0,0
627421.0,0
108727.0,0
72203.0,0
119548.0,0
529586.0,0
72881.0,0
518103.0,0
384808.0,0
197658.0,0
638140.0,0
115965.0,0
85547.0,0
4326.0,0
95331.0,0
313019.0,0
136072.0,0
235235.0,0
93279.0,0
137958.0,1
159383.0,0
441409.0,0
30112.0,0
309306.0,0
443949.0,0
266342.0,0
210401.0,0
405606.0,0
469447.0,0
123429.0,0
421913.0,0
602723.0,0
104545.0,0
298184.0,0
280687.0,0
588976.0,0
547545.0,0
109989.0,0
217948.0,0
39232.0,0
572432.0,0
121061.0,0
380783.0,0
241775.0,0
351425.0,0
292544.0,0
155411.0,0
561496.0,0
422856.0,0
271887.0,0
418348.0,0
21512.0,0
471495.0,0
42076.0,0
449670.0,0
620290.0,0
42710.0,0
484804.0,0
249848.0,0
543551.0,0
511199.0,0
37523.0,0
266393.0,0
573823.0,0
535984.0,0
394595.0,1
247082.0,0
294156.0,0
147669.0,0
33945.0,0
184213.0,0
521674.0,0
304438.0,0
627258.0,0
581309.0,0
190047.0,0
511377.0,0
452655.0,0
193772.0,0
194843.0,0
215544.0,0
184597.0,0
449505.0,0
217206.0,0
377975.0,0
290257.0,0
275348.0,0
168386.0,0
45575.0,0
150019.0,0
519031.0,0
579521.0,0
447813.0,0
222480.0,0
40809.0,0
289195.0,0
448177.0,0
58163.0,0
141539.0,0
460938.0,0
146178.0,0
146094.0,0
346616.0,0
19233.0,0
28596.0,0
271413.0,0
87979.0,0
38055.0,0
442812.0,0
448047.0,0
618235.0,0
97484.0,0
630969.0,0
98392.0,0
500811.0,0
61698.0,0
120479.0,0
445953.0,0
547034.0,0
119952.0,0
10654.0,0
309455.0,0
320970.0,0
65019.0,0
109270.0,0
55178.0,0
22566.0,0
351340.0,0
527528.0,0
276671.0,0
17838.0,0
236476.0,0
264904.0,0
145365.0,0
129781.0,0
66108.0,0
519694.0,0
163120.0,0
236700.0,0
452006.0,0
187294.0,0
326368.0,0
493014.0,0
216912.0,0
77090.0,0
58312.0,0
5825.0,0
507894.0,0
630482.0,0
473294.0,0
286144.0,0
577737.0,0
22431.0,0
196496.0,0
173026.0,0
187407.0,0
377827.0,0
80672.0,0
236823.0,0
192748.0,0
584892.0,0
489780.0,0
613238.0,0
502079.0,0
147521.0,0
358089.0,0
349393.0,0
610514.0,0
629702.0,0
8687.0,0
434055.0,0
341176.0,0
404759.0,0
467737.0,0
624602.0,0
593165.0,0
247708.0,0
217738.0,0
593433.0,0
524287.0,0
491204.0,0
260694.0,0
295837.0,0
453389.0,0
343283.0,0
207890.0,0
533296.0,0
571760.0,0
6993.0,0
153040.0,0
52604.0,0
217072.0,0
86995.0,0
508099.0,0
412902.0,0
78822.0,0
280610.0,0
186234.0,0
467047.0,0
181544.0,0
358261.0,0
291250.0,0
219564.0,0
418909.0,0
137180.0,0
519177.0,0
417183.0,0
308537.0,0
276327.0,0
16104.0,0
561222.0,0
51334.0,0
134523.0,0
626509.0,0
375463.0,0
518145.0,0
592266.0,0
10147.0,0
46120.0,0
220650.0,0
235253.0,0
19502.0,0
418613.0,0
137329.0,0
189152.0,0
396512.0,0
266980.0,0
492764.0,0
394962.0,0
